,StudyID,StudyTitle,StudyAuthors,StudyLoc,lats,longs,Scale,Year,Type_A,Type_B,StudyDesc,Abstract,freeTextLookup
2253,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Informational,Monitoring",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2254,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Informational,Monitoring",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2255,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Informational,Monitoring",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2256,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2257,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2258,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2259,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2260,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2261,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2262,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2263,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2264,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2265,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2266,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2267,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2268,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2269,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2270,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2271,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2272,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2273,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2274,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2275,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2276,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2277,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2278,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2279,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2280,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2281,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2282,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2283,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2284,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2285,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2286,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2287,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2288,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2289,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2290,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2291,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2292,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2293,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2294,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2295,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2296,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2297,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2298,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2299,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2300,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2301,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2302,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2303,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2304,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2305,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2306,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2307,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2308,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2309,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2310,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2311,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2312,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2313,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2314,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2315,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2316,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2317,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2318,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2319,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2320,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2321,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2322,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2323,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2324,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2325,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2326,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2327,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2328,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2329,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2330,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2331,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2332,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,"Institutional,Regulatory",Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2333,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2334,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2335,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2336,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
2337,,"Adapting to climate change : lessons learned, work in progress, and proposed next steps for the World Bank in Latin America",World Bank,"Columbian Andes, Colombia",4.710988599999999,-74.072092,6,2005.0,,Regional,No description available,No abstract avialable,No abstract avialable Adapting to climate change lessons learned work in progress and proposed next steps for the World Bank in Latin America World Bank Columbian Andes Colombia
